neighborhood_name,neighborhood_clean,neighborhood_normalized,district,province,source,osm_type,lat,lon
Altıparmaklı,altıparmaklı,altiparmakli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6014206,36.6069004
Alçiçek Değirmenkaya,alçiçek değirmenkaya,alcicek degirmenkaya,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,38.0036205,37.3226676
Alıcı,alıcı,alici,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.4922952,37.0057737
Alıcıklı,alıcıklı,alicikli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6066777,37.0886096
Alıçlı,alıçlı,alicli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9869352,37.0541036
Alıçsekisi,alıçsekisi,alicsekisi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6048145,36.9536313
Araplı,araplı,arapli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5837747,36.5767258
Armutlu,armutlu,armutlu,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0792057,36.5427462
Armutsuyu,armutsuyu,armutsuyu,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.4475308,37.1348241
Arıklı,arıklı,arikli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4227792,36.6076971
Aslan Bey,aslan bey,aslan bey,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5830178,36.9485146
Ataşlar,ataşlar,ataslar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7770072,36.880567
Avlık,avlık,avlik,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5049308,37.5596975
Avşartepe,avşartepe,avsartepe,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9343091,36.9104084
Aydınlar,aydınlar,aydinlar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.3220205,36.9027478
Aynacı,aynacı,aynaci,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5854458,36.5244288
Ayvazlı,ayvazlı,ayvazli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5578251,36.5265551
Ayşeören,ayşeören,ayseoren,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.1814152,36.5598614
Ağcalı,ağcalı,agcali,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5744028,36.8812008
Ağıloba,ağıloba,agiloba,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0972341,36.9619797
Aşağı Kargabükü,aşağı kargabükü,asagi kargabuku,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.1574759,36.8514682
Aşağıelifler,aşağıelifler,asagielifler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3877458,37.432465
Aşağıkuyumcular,aşağıkuyumcular,asagikuyumcular,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4065837,36.9118538
Aşıklar,aşıklar,asiklar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.583303,36.7100139
Bademli,bademli,bademli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.596256,37.0165688
Bahçeciler,bahçeciler,bahceciler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4957613,36.4130637
Bahçeli Evler,bahçeli evler,bahceli evler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5685086,36.9373509
Bahçelievler,bahçelievler,bahcelievler,Dulkadiroğlu,Kahramanmaraş,manual,neighbourhood,,
Bahçeçiftliği,bahçeçiftliği,bahceciftligi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5495361,37.2971029
Balduk,balduk,balduk,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4107953,36.9406296
Ballıca,ballıca,ballica,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5867451,36.9493888
Barbaros,barbaros,barbaros,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5703241,36.9045311
Battalgazi,battalgazi,battalgazi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,38.2089498,37.1872186
Bayazıtlı,bayazıtlı,bayazitli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5913182,36.9436219
Bayramlı,bayramlı,bayramli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6011006,36.5312114
Bağarası,bağarası,bagarasi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6084025,37.1389044
Bağdınısağır,bağdınısağır,bagdinisagir,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.505916,37.3288328
Bağlama,bağlama,baglama,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.2785022,37.1233656
Bağlarbaşı,bağlarbaşı,baglarbasi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5764666,36.9481989
Bağlıca,bağlıca,baglica,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7229205,36.687916
Bağrıaçık,bağrıaçık,bagriacik,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4275805,36.7135197
Bağrıaçıklar,bağrıaçıklar,bagriaciklar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4005832,36.6186373
Başkaya,başkaya,baskaya,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9772558,36.3158653
Başpınar,başpınar,baspinar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7476834,37.009387
Bekirli,bekirli,bekirli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9532404,36.9919696
Bektaş,bektaş,bektas,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5297352,37.4998391
Bel,bel,bel,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5377,36.5951655
Bertizli,bertizli,bertizli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4253318,37.1470081
Beyceğiz,beyceğiz,beycegiz,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,38.2479715,36.903162
Bezolar,bezolar,bezolar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3087495,37.0243978
Beşoluk,beşoluk,besoluk,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.683387,36.6909379
Beştepe,beştepe,bestepe,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.2538184,37.1102579
Binevler,binevler,binevler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5939367,36.8731744
Boynukaralar,boynukaralar,boynukaralar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3905771,37.4142867
Boyun,boyun,boyun,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.2787201,37.1280758
Boyunoba,boyunoba,boyunoba,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.931467,36.8907892
Bozali,bozali,bozali,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6933664,37.3184751
Bozdoğanlı,bozdoğanlı,bozdoganli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3439958,36.7855001
Bozkoyun,bozkoyun,bozkoyun,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.693195,36.9646804
Boğaziçi,boğaziçi,bogazici,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5765865,36.8597976
Bucaklı,bucaklı,bucakli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4901919,36.5973046
Buttolar,buttolar,buttolar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0353209,37.0476362
Büyük Dehliz,büyük dehliz,buyuk dehliz,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4377177,37.1756425
Büyük Kutu,büyük kutu,buyuk kutu,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8561688,36.3758159
Büyük Nacar,büyük nacar,buyuk nacar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,quarter,37.6145796,37.2932853
Büyüknacar Fatih,büyüknacar fatih,buyuknacar fatih,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.606313,37.2675882
Büyüknacar Kocadere,büyüknacar kocadere,buyuknacar kocadere,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5819191,37.318378
Büyüknacar Merkez,büyüknacar merkez,buyuknacar merkez,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.6135295,37.290957
Büyükrezzolar,büyükrezzolar,buyukrezzolar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3799036,37.3644088
Camilikoz,camilikoz,camilikoz,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9342913,37.0154961
Camuzoğlu,camuzoğlu,camuzoglu,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4062169,36.9440753
Cavgalar,cavgalar,cavgalar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8566475,36.9910531
Celilli,celilli,celilli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6276825,36.7246969
Cengiz Topel,cengiz topel,cengiz topel,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.4855087,37.296513
Ceritli,ceritli,ceritli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4060001,36.3401418
Ceyhan Mah.,ceyhan,ceyhan,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5894754,36.7662122
Cumhuriyet,cumhuriyet,cumhuriyet,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.3375066,37.0185646
Cırıklar,cırıklar,ciriklar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0441605,36.9889962
Davutlar,davutlar,davutlar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0149752,37.1838381
Dağoba,dağoba,dagoba,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0451386,36.9250057
Dedebaba,dedebaba,dedebaba,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,38.2536924,36.9242227
Dedeler,dedeler,dedeler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9074008,36.9979865
Dedeömer,dedeömer,dedeomer,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5027981,37.0326727
Deliosmanlar,deliosmanlar,deliosmanlar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8143745,36.5558242
Delisultan,delisultan,delisultan,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9833239,37.0331162
Demirciler,demirciler,demirciler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9401404,36.8823151
Demirkapı,demirkapı,demirkapi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8203945,36.9306674
Derbent,derbent,derbent,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0213319,37.3185592
Dereağzı,dereağzı,dereagzi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.995024,37.0545694
Dereboğazı,dereboğazı,derebogazi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4188989,36.3416733
Dereobası,dereobası,dereobasi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.58491,37.186971
Derince,derince,derince,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0251627,37.1437961
Deveciler,deveciler,deveciler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7045093,36.9513295
Devlettepe,devlettepe,devlettepe,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,38.0363741,36.5436216
Devrişler,devrişler,devrisler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6042333,36.7143349
Değirmen,değirmen,degirmen,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4713164,36.7826437
Değirmenkaya,değirmenkaya,degirmenkaya,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0174584,37.2579426
Dikenli,dikenli,dikenli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9173147,37.0382455
Dingilli,dingilli,dingilli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4212388,36.624753
Divanlı,divanlı,divanli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5864536,36.9350114
Doburlu,doburlu,doburlu,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5075968,36.4154524
Doksanlar,doksanlar,doksanlar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8076191,36.5460098
Domurlar,domurlar,domurlar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9185575,36.9564919
Doğu Kent,doğu kent,dogu kent,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.585153,36.9825665
Dulkadiroğlu,dulkadiroğlu,dulkadiroglu,Dulkadiroğlu,Kahramanmaraş,osm_nominatim,suburb,37.5786591,36.9485166
Dumlupınar,dumlupınar,dumlupinar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5808234,36.919921
Duraklı,duraklı,durakli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.582451,36.9420157
Durdular,durdular,durdular,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5571419,36.6267246
Durnalı,durnalı,durnali,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6251632,36.9783507
Dönükler,dönükler,donukler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.688783,36.9092727
Düğünyurdu,düğünyurdu,dugunyurdu,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.1385951,36.697395
Ecer,ecer,ecer,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5411406,37.0528078
Edikli,edikli,edikli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6109211,37.1071154
Efirağızlı,efirağızlı,efiragizli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.490324,36.8631052
Efsus Turan,efsus turan,efsus turan,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,38.2350958,36.9200277
Egemenlik,egemenlik,egemenlik,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5705669,36.9295817
Ekmekçi,ekmekçi,ekmekci,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5859338,36.9282169
Ekşielma,ekşielma,eksielma,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9475064,37.1002508
Ekşiler,ekşiler,eksiler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.405666,36.6183133
Elbistanlılar,elbistanlılar,elbistanlilar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5326397,37.0657789
Elekler,elekler,elekler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0394856,36.4728595
Eleman,eleman,eleman,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8376399,36.953015
Eliksen,eliksen,eliksen,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8679164,36.9425709
Emiruşağı,emiruşağı,emirusagi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4423874,37.0033297
Engizek,engizek,engizek,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8666514,36.9831454
Erikler,erikler,erikler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3943631,36.6031187
Erikli,erikli,erikli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.3980732,37.1588967
Erkenez,erkenez,erkenez,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5350983,36.9677615
Ertuğrul Gazi,ertuğrul gazi,ertugrul gazi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5789771,36.914809
Esentepe,esentepe,esentepe,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,38.2143787,37.1805238
Eski Döngel,eski döngel,eski dongel,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8583865,36.6594029
Eskiağyar,eskiağyar,eskiagyar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6124333,37.0746321
Evcibağ,evcibağ,evcibag,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9305975,36.9403912
Evri,evri,evri,Dulkadiroğlu,Kahramanmaraş,osm_overpass,quarter,37.2574324,37.0706785
Evri Pınarbaşı,evri pınarbaşı,evri pinarbasi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.2646547,37.102161
Evri Taşbiçme,evri taşbiçme,evri tasbicme,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.2562844,37.0721796
Eyüp Sultan,eyüp sultan,eyup sultan,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5525665,36.9453403
Eğiller,eğiller,egiller,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.743339,37.1304198
Fakılar,fakılar,fakilar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9463604,36.9288061
Fatih,fatih,fatih,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.201479,37.1450062
Fatih Sultan Mehmet,fatih sultan mehmet,fatih sultan mehmet,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.3013285,36.933115
Fatihler,fatihler,fatihler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.1227897,37.0773109
Fatihsultan,fatihsultan,fatihsultan,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6394722,36.7430042
Fenk,fenk,fenk,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8309248,36.516756
Ferhatlı,ferhatlı,ferhatli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.3480861,36.8341816
Ferhatpınarı,ferhatpınarı,ferhatpinari,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.4201133,37.1882146
Fevziye,fevziye,fevziye,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7730031,36.4525712
Fidan,fidan,fidan,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9011512,36.6140156
Fırnız,fırnız,firniz,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7627019,36.6530318
Gafarlı,gafarlı,gafarli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4620004,36.5979837
Gayberli,gayberli,gayberli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5696265,36.9128386
Gazez,gazez,gazez,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.1249616,36.6571003
Gazi Paşa Mah.,gazi paşa,gazi pasa,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5914262,36.9287215
Gaziler,gaziler,gaziler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.3855506,36.8453488
Gaziosmanpaşa,gaziosmanpaşa,gaziosmanpasa,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6425161,36.7474428
Gedemen,gedemen,gedemen,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.602735,36.8239149
Genç Osman,genç osman,genc osman,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5541189,36.9700878
Gençler,gençler,gencler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.487899,37.3948958
Geçit,geçit,gecit,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7557284,37.0762492
Gökgedik,gökgedik,gokgedik,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8011939,36.9954248
Göktaşlar,göktaşlar,goktaslar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5502515,37.0877762
Göl,göl,gol,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3745224,37.4044321
Göllüce,göllüce,golluce,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.368607,36.8042348
Gölyeri,gölyeri,golyeri,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4174547,36.685946
Gönarlı,gönarlı,gonarli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4679236,36.4383137
Göncü,göncü,goncu,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.1977108,36.8070728
Görenler,görenler,gorenler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.5027809,36.9122148
Gözlek,gözlek,gozlek,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6260081,36.9614435
Gözlügöl,gözlügöl,gozlugol,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4237193,37.2885189
Gözobası,gözobası,gozobasi,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0184896,37.2300534
Gözolar,gözolar,gozolar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3866141,37.2955551
Gözübenli,gözübenli,gozubenli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.353963,36.7520614
Göçerli,göçerli,gocerli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.536941,36.5102898
Güllük,güllük,gulluk,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0301116,37.0780861
Gültepe,gültepe,gultepe,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7120051,37.0979702
Gündoğdu,gündoğdu,gundogdu,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7156273,37.1214115
Güney,güney,guney,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4945346,36.6261441
Güneşevler,güneşevler,gunesevler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5805412,37.0007454
Güneşli,güneşli,gunesli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,38.2043298,37.1902656
Gürbük,gürbük,gurbuk,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.964566,36.9731059
Güzelyurt,güzelyurt,guzelyurt,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5266772,36.9974469
Hacı Bayram Veli,hacı bayram veli,haci bayram veli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5745172,36.9158245
Hacıveliler,hacıveliler,haciveliler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9128146,36.6113018
Halatuto,halatuto,halatuto,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4827526,37.4371319
Halbur,halbur,halbur,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6627939,36.4446542
Halilcikler,halilcikler,halilcikler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.8211869,36.5490036
Hançıplaklar,hançıplaklar,hanciplaklar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.05885,37.2760834
Harabe,harabe,harabe,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3869018,37.1965206
Harbiye,harbiye,harbiye,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,38.0260969,36.5041345
Harmancık,harmancık,harmancik,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5210232,36.6577559
Hasanlı,hasanlı,hasanli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.6743239,36.5539895
Havvalar,havvalar,havvalar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.0579988,37.1070872
Haydarbey,haydarbey,haydarbey,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5869107,36.8698672
Haydarhöyük,haydarhöyük,haydarhoyuk,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.432324,37.1221375
Haydarlı,haydarlı,haydarli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7038093,37.0193402
Haydolar,haydolar,haydolar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4009667,37.3007571
Hayrullah Mah.,hayrullah,hayrullah,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5799569,36.9257705
Hazerik,hazerik,hazerik,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.7675091,36.7566883
Haşimler,haşimler,hasimler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3934856,36.3134121
Helete,helete,helete,Dulkadiroğlu,Kahramanmaraş,osm_overpass,quarter,37.7925956,37.4711236
Helete Cumhuriyet Mah.,helete cumhuriyet,helete cumhuriyet,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.7912283,37.4728967
Helete Karadağ Mah.,helete karadağ,helete karadag,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.7928673,37.4678148
Helete Yeşiloba Mah.,helete yeşiloba,helete yesiloba,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.7936323,37.4701878
Hemizkanlı,hemizkanlı,hemizkanli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.2847905,37.0259592
Hindo,hindo,hindo,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.535439,37.5284754
Hocaahmetler,hocaahmetler,hocaahmetler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9375728,37.0444517
Höblek,höblek,hoblek,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.4362521,37.1563318
Hökkeşler,hökkeşler,hokkesler,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.3948755,37.2960233
Hökmenli,hökmenli,hokmenli,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.5241601,36.4938121
Hörük,hörük,horuk,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.4674954,37.4593274
Höyücek,höyücek,hoyucek,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,38.1423567,37.4231197
Hürriyet,hürriyet,hurriyet,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.5993267,36.8871269
Hüyük,hüyük,huyuk,Dulkadiroğlu,Kahramanmaraş,osm_overpass,suburb,37.9586034,37.4518354
Hıdırlar,hıdırlar,hidirlar,Dulkadiroğlu,Kahramanmaraş,osm_overpass,neighbourhood,37.9508297,37.4183179
