neighborhood_name,neighborhood_clean,neighborhood_normalized,district,province,source,osm_type,lat,lon
19 Mayıs,19 mayıs,19 mayis,Aladağ,Adana,osm_overpass,suburb,36.9774268,35.3637886
2000 Evler,2000 evler,2000 evler,Aladağ,Adana,osm_overpass,suburb,37.0289578,35.2656922
Abacılar,abacılar,abacilar,Aladağ,Adana,osm_overpass,neighbourhood,37.0972102,35.1571727
Abdilli,abdilli,abdilli,Aladağ,Adana,osm_overpass,neighbourhood,37.3332623,35.231148
Abdiluşağı,abdiluşağı,abdilusagi,Aladağ,Adana,osm_overpass,neighbourhood,37.3138865,35.598557
Abdioğlu,abdioğlu,abdioglu,Aladağ,Adana,osm_overpass,quarter,36.9096872,35.5657486
Abdioğlu Cumhuriyet Mah.,abdioğlu cumhuriyet,abdioglu cumhuriyet,Aladağ,Adana,osm_overpass,suburb,36.9086652,35.5647977
Acıdere,acıdere,acidere,Aladağ,Adana,osm_overpass,suburb,36.9773106,35.5734772
Acıdere OSB,acıdere osb,acidere osb,Aladağ,Adana,osm_overpass,suburb,36.9695411,35.5961751
Adalet,adalet,adalet,Aladağ,Adana,osm_overpass,suburb,37.2615096,35.6629092
Ahmet Remzi Yüreğir,ahmet remzi yüreğir,ahmet remzi yuregir,Aladağ,Adana,osm_overpass,suburb,36.9971717,35.30375
Akdeniz,akdeniz,akdeniz,Aladağ,Adana,osm_overpass,suburb,36.7761733,35.7967353
Akkapı,akkapı,akkapi,Aladağ,Adana,osm_overpass,suburb,36.9645693,35.3077411
Akkoca,akkoca,akkoca,Aladağ,Adana,osm_overpass,neighbourhood,37.6061699,35.6210285
Akmaşat,akmaşat,akmasat,Aladağ,Adana,osm_overpass,neighbourhood,37.1786325,35.7308201
Akpınar,akpınar,akpinar,Aladağ,Adana,osm_overpass,suburb,37.5242457,35.402761
Aktaşalanı,aktaşalanı,aktasalani,Aladağ,Adana,osm_overpass,neighbourhood,38.3542087,36.2728774
Akyuva,akyuva,akyuva,Aladağ,Adana,osm_overpass,suburb,36.780647,35.8076391
Akıncılar,akıncılar,akincilar,Aladağ,Adana,osm_overpass,suburb,36.9977544,35.3522872
Aliağalar,aliağalar,aliagalar,Aladağ,Adana,osm_overpass,neighbourhood,37.3240715,35.7909898
Alidede,alidede,alidede,Aladağ,Adana,osm_overpass,suburb,36.9818835,35.3261947
Alifakılı,alifakılı,alifakili,Aladağ,Adana,osm_overpass,neighbourhood,37.5477928,35.6935501
Altıocak,altıocak,altiocak,Aladağ,Adana,osm_overpass,suburb,37.0479264,35.8166872
Anadolu,anadolu,anadolu,Aladağ,Adana,osm_overpass,suburb,36.9795181,35.352888
Arapismaildamı Yaylası,arapismaildamı yaylası,arapismaildami yaylasi,Aladağ,Adana,osm_overpass,neighbourhood,38.03705,35.96136
Arslanpaşa,arslanpaşa,arslanpasa,Aladağ,Adana,osm_overpass,suburb,37.4459481,35.8195545
Atakent,atakent,atakent,Aladağ,Adana,osm_overpass,suburb,36.9915847,35.3715133
Atatürk,atatürk,ataturk,Aladağ,Adana,osm_overpass,suburb,37.0254387,35.8097743
Avluk,avluk,avluk,Aladağ,Adana,osm_overpass,neighbourhood,37.7000699,35.75037
Ayas,ayas,ayas,Aladağ,Adana,osm_overpass,suburb,36.7688293,35.7903853
Aydemiroğlu,aydemiroğlu,aydemiroglu,Aladağ,Adana,osm_overpass,suburb,37.0330628,35.8153308
Aydınlar,aydınlar,aydinlar,Aladağ,Adana,osm_overpass,neighbourhood,36.7369233,34.9904284
Aydınlı,aydınlı,aydinli,Aladağ,Adana,osm_overpass,neighbourhood,37.3249487,35.211364
Aynalıçeşme,aynalıçeşme,aynalicesme,Aladağ,Adana,osm_overpass,neighbourhood,37.8657319,36.0378814
Ağcakise Yaylası,ağcakise yaylası,agcakise yaylasi,Aladağ,Adana,osm_overpass,neighbourhood,37.5370084,35.4255362
Ağlıboğaz,ağlıboğaz,aglibogaz,Aladağ,Adana,osm_overpass,suburb,37.473585,35.8348997
Ağpınar,ağpınar,agpinar,Aladağ,Adana,osm_overpass,neighbourhood,38.3664107,36.2438992
Aşağı Kayhan,aşağı kayhan,asagi kayhan,Aladağ,Adana,osm_overpass,neighbourhood,37.3763861,35.8267201
Aşağıyörükler,aşağıyörükler,asagiyorukler,Aladağ,Adana,osm_overpass,suburb,37.2789871,35.0648146
Bahçelievler,bahçelievler,bahcelievler,Aladağ,Adana,osm_overpass,suburb,36.9660094,35.3583812
Bahçeşehir,bahçeşehir,bahcesehir,Aladağ,Adana,osm_overpass,suburb,37.0289723,35.243785
Balcalı,balcalı,balcali,Aladağ,Adana,osm_overpass,suburb,37.0544136,35.3648913
Barbaros,barbaros,barbaros,Aladağ,Adana,osm_overpass,suburb,36.9677924,35.3225898
Barış,barış,baris,Aladağ,Adana,osm_overpass,suburb,37.0039236,35.2758979
Bağlar,bağlar,baglar,Aladağ,Adana,osm_overpass,suburb,37.4549117,35.8399848
Başak,başak,basak,Aladağ,Adana,osm_overpass,suburb,36.9833919,35.3637886
Başpınar,başpınar,baspinar,Aladağ,Adana,osm_overpass,suburb,37.521345,35.391477
Bekdeş,bekdeş,bekdes,Aladağ,Adana,osm_overpass,neighbourhood,37.6871784,35.6927615
Bekirli,bekirli,bekirli,Aladağ,Adana,osm_overpass,neighbourhood,37.1348323,36.0216379
Belbaşı,belbaşı,belbasi,Aladağ,Adana,osm_overpass,neighbourhood,38.20773,36.3474475
Belediye Evleri,belediye evleri,belediye evleri,Aladağ,Adana,osm_overpass,suburb,37.048301,35.8058431
Bey,bey,bey,Aladağ,Adana,osm_overpass,suburb,36.9659408,35.3171396
Beyazevler,beyazevler,beyazevler,Aladağ,Adana,osm_overpass,suburb,37.0308167,35.3178467
Beyceli,beyceli,beyceli,Aladağ,Adana,osm_overpass,suburb,37.0497995,35.4241271
Beşocak,beşocak,besocak,Aladağ,Adana,osm_overpass,suburb,36.9796552,35.3267097
Birkent Celiluşağı,birkent celiluşağı,birkent celilusagi,Aladağ,Adana,osm_overpass,quarter,37.2143317,35.9922677
Birkent Eskikent,birkent eskikent,birkent eskikent,Aladağ,Adana,osm_overpass,quarter,37.2082944,36.0255271
Birkent Yenikent,birkent yenikent,birkent yenikent,Aladağ,Adana,osm_overpass,quarter,37.2067221,36.0427577
Bota,bota,bota,Aladağ,Adana,osm_overpass,suburb,37.0383318,35.8103022
Boynuyoğun,boynuyoğun,boynuyogun,Aladağ,Adana,osm_overpass,suburb,37.0591562,35.4212106
Burhaniye,burhaniye,burhaniye,Aladağ,Adana,osm_overpass,suburb,37.0223033,35.8179679
Buruk,buruk,buruk,Aladağ,Adana,osm_overpass,quarter,37.0394649,35.4545561
Buruk Cumhuriyet,buruk cumhuriyet,buruk cumhuriyet,Aladağ,Adana,osm_overpass,suburb,37.0381814,35.451125
Bürücek,bürücek,burucek,Aladağ,Adana,osm_overpass,quarter,37.3482623,34.8251507
Büyükkırım,büyükkırım,buyukkirim,Aladağ,Adana,osm_overpass,suburb,37.0233561,35.8120659
Cananlı,cananlı,cananli,Aladağ,Adana,osm_overpass,neighbourhood,37.3315732,35.258925
Cemalpaşa,cemalpaşa,cemalpasa,Aladağ,Adana,osm_overpass,suburb,37.0031011,35.3295421
Cevherli,cevherli,cevherli,Aladağ,Adana,osm_overpass,neighbourhood,37.2616127,35.2591503
Cingöz,cingöz,cingoz,Aladağ,Adana,osm_overpass,neighbourhood,37.3687498,35.2619
Civantayak,civantayak,civantayak,Aladağ,Adana,osm_overpass,suburb,37.0346512,35.8119415
Cumhuriyet,cumhuriyet,cumhuriyet,Aladağ,Adana,osm_overpass,suburb,37.0156558,35.8279457
Cırnazlı,cırnazlı,cirnazli,Aladağ,Adana,osm_overpass,neighbourhood,37.5085684,35.5785853
Dadaloğlu,dadaloğlu,dadaloglu,Aladağ,Adana,osm_overpass,suburb,37.0030668,35.3632307
Damderesi,damderesi,damderesi,Aladağ,Adana,osm_overpass,neighbourhood,37.9076036,35.942502
Dağcı,dağcı,dagci,Aladağ,Adana,osm_overpass,suburb,36.9836301,35.5175035
Dağlıcak,dağlıcak,daglicak,Aladağ,Adana,osm_overpass,neighbourhood,37.5471548,35.832231
Dağlıoğlu,dağlıoğlu,daglioglu,Aladağ,Adana,osm_overpass,suburb,36.9735526,35.3109169
Dede Korkut,dede korkut,dede korkut,Aladağ,Adana,osm_overpass,suburb,36.9849688,35.3499269
Demetevler,demetevler,demetevler,Aladağ,Adana,osm_overpass,suburb,36.9982,35.2847385
Denizler,denizler,denizler,Aladağ,Adana,osm_overpass,neighbourhood,37.3153887,35.7855799
Denizli,denizli,denizli,Aladağ,Adana,osm_overpass,suburb,37.0034095,35.2989864
Dereköy,dere,dere,Aladağ,Adana,osm_overpass,neighbourhood,37.2752096,35.131398
Dervişler,dervişler,dervisler,Aladağ,Adana,osm_overpass,suburb,36.9977544,35.3628444
Devrişiye,devrişiye,devrisiye,Aladağ,Adana,osm_overpass,suburb,36.7727766,35.7928864
Doğankent,doğankent,dogankent,Aladağ,Adana,osm_overpass,quarter,36.8448092,35.3392419
Doğankent Bahçelievler Mah.,doğankent bahçelievler,dogankent bahcelievler,Aladağ,Adana,osm_overpass,suburb,36.8434321,35.3336562
Doğankent Cumhuriyet,doğankent cumhuriyet,dogankent cumhuriyet,Aladağ,Adana,osm_overpass,suburb,36.8438173,35.3413716
Doğankent Kışla Mah.,doğankent kışla,dogankent kisla,Aladağ,Adana,osm_overpass,suburb,36.8500039,35.3391147
Dumlupınar,dumlupınar,dumlupinar,Aladağ,Adana,osm_overpass,suburb,36.9804437,35.3023767
Döşeme,döşeme,doseme,Aladağ,Adana,osm_overpass,suburb,36.9950124,35.3137064
Elifçeler,elifçeler,elifceler,Aladağ,Adana,osm_overpass,neighbourhood,37.4126414,35.5251503
Emek,emek,emek,Aladağ,Adana,osm_overpass,suburb,37.0405565,35.8318717
Emirgazi,emirgazi,emirgazi,Aladağ,Adana,osm_overpass,neighbourhood,38.1616405,36.0203482
Emirler,emirler,emirler,Aladağ,Adana,osm_overpass,neighbourhood,37.9840078,35.990138
Eseler,eseler,eseler,Aladağ,Adana,osm_overpass,neighbourhood,37.5425527,35.6358826
Esentepe,esentepe,esentepe,Aladağ,Adana,osm_overpass,suburb,37.0373273,35.4145471
Esirmek,esirmek,esirmek,Aladağ,Adana,osm_overpass,neighbourhood,37.7320176,36.013026
Eskiköy,eski,eski,Aladağ,Adana,osm_overpass,neighbourhood,37.3620352,35.1182806
Eski Konacık,eski konacık,eski konacik,Aladağ,Adana,osm_overpass,suburb,37.3894932,34.8602478
Eski Misis Mah.,eski misis,eski misis,Aladağ,Adana,osm_overpass,suburb,36.9604878,35.6265825
Eskiveliler,eskiveliler,eskiveliler,Aladağ,Adana,osm_overpass,neighbourhood,37.3429375,35.6872088
Eğriçam,eğriçam,egricam,Aladağ,Adana,osm_overpass,neighbourhood,37.3554331,35.5356348
Fatih,fatih,fatih,Aladağ,Adana,osm_overpass,suburb,37.2550762,35.6622518
Fatih Sultan Mehmet,fatih sultan mehmet,fatih sultan mehmet,Aladağ,Adana,osm_overpass,suburb,37.0399403,35.8225172
Fevzipaşa,fevzipaşa,fevzipasa,Aladağ,Adana,osm_overpass,suburb,36.9989198,35.2690314
Fındık Yaylası,fındık yaylası,findik yaylasi,Aladağ,Adana,osm_overpass,neighbourhood,37.8037655,35.7678151
Gazi Osman Paşa,gazi osman paşa,gazi osman pasa,Aladağ,Adana,osm_overpass,suburb,37.0127945,35.8133115
Gazipaşa Mah.,gazipaşa,gazipasa,Aladağ,Adana,osm_overpass,suburb,36.8473377,35.3414196
Geçili,geçili,gecili,Aladağ,Adana,osm_overpass,neighbourhood,37.532063,35.6472874
Geçitli,geçitli,gecitli,Aladağ,Adana,osm_overpass,quarter,36.95282,35.6262357
Geçitli Cumhuriyet,geçitli cumhuriyet,gecitli cumhuriyet,Aladağ,Adana,osm_overpass,suburb,36.9530412,35.6299777
Gonurlu,gonurlu,gonurlu,Aladağ,Adana,osm_overpass,neighbourhood,37.3721183,35.1403981
Göbeören,göbeören,gobeoren,Aladağ,Adana,osm_overpass,neighbourhood,36.7235614,35.5258798
Gödebekirli,gödebekirli,godebekirli,Aladağ,Adana,osm_overpass,neighbourhood,37.2840922,35.2411794
Gökçeli,gökçeli,gokceli,Aladağ,Adana,osm_overpass,suburb,37.8318445,35.8542681
Göztepe,göztepe,goztepe,Aladağ,Adana,osm_overpass,suburb,37.0123513,35.4989883
Gülbahçesi,gülbahçesi,gulbahcesi,Aladağ,Adana,osm_overpass,suburb,36.9743755,35.298643
Gülpınar,gülpınar,gulpinar,Aladağ,Adana,osm_overpass,suburb,36.9810265,35.3097152
Gültepe,gültepe,gultepe,Aladağ,Adana,osm_overpass,suburb,37.0367733,35.3949906
Gümüşdere,gümüşdere,gumusdere,Aladağ,Adana,osm_overpass,neighbourhood,37.1760364,35.6145784
Güneri,güneri,guneri,Aladağ,Adana,osm_overpass,suburb,37.4540585,35.7723413
Güneşli,güneşli,gunesli,Aladağ,Adana,osm_overpass,suburb,36.974924,35.3462791
Gürselpaşa,gürselpaşa,gurselpasa,Aladağ,Adana,osm_overpass,suburb,37.0207458,35.2722954
Güzel Cumhuriyet,güzel cumhuriyet,guzel cumhuriyet,Aladağ,Adana,osm_overpass,suburb,36.9799624,35.4149209
Güzelardıç,güzelardıç,guzelardic,Aladağ,Adana,osm_overpass,neighbourhood,37.5387968,34.9431887
Güzelevler,güzelevler,guzelevler,Aladağ,Adana,osm_overpass,suburb,36.9760134,35.3894408
Güzelyalı,güzelyalı,guzelyali,Aladağ,Adana,osm_overpass,suburb,37.0470729,35.3094964
Hacı Müminler,hacı müminler,haci muminler,Aladağ,Adana,osm_overpass,neighbourhood,36.7698974,35.5615176
Hacıhüseyinler,hacıhüseyinler,hacihuseyinler,Aladağ,Adana,osm_overpass,neighbourhood,36.7662654,35.5669304
Hacıkerimli,hacıkerimli,hacikerimli,Aladağ,Adana,osm_overpass,neighbourhood,37.4782979,35.5723572
Hacımirzalı,hacımirzalı,hacimirzali,Aladağ,Adana,osm_overpass,suburb,37.470631,35.8115713
Hacıuşağı,hacıuşağı,haciusagi,Aladağ,Adana,osm_overpass,suburb,37.4452824,35.8167593
Hanedan,hanedan,hanedan,Aladağ,Adana,osm_overpass,suburb,36.9870599,35.3201007
Hasan Çavuşlar,hasan çavuşlar,hasan cavuslar,Aladağ,Adana,osm_overpass,neighbourhood,37.7884036,35.580951
Hasanefendi,hasanefendi,hasanefendi,Aladağ,Adana,osm_overpass,neighbourhood,37.1341823,35.5467367
Havraniye Mah.,havraniye,havraniye,Aladağ,Adana,osm_overpass,suburb,36.9517723,35.6245489
Havutlu,havutlu,havutlu,Aladağ,Adana,osm_overpass,suburb,36.9260329,35.343285
Havuzlubahçe,havuzlubahçe,havuzlubahce,Aladağ,Adana,osm_overpass,suburb,36.9756783,35.318942
Haydaroğlu,haydaroğlu,haydaroglu,Aladağ,Adana,osm_overpass,suburb,36.9684406,35.3383799
Horzum Yaylası,horzum yaylası,horzum yaylasi,Aladağ,Adana,osm_overpass,neighbourhood,37.6272879,35.8492297
Hurmalı,hurmalı,hurmali,Aladağ,Adana,osm_overpass,suburb,36.9890824,35.3182125
Huzurevleri,huzurevleri,huzurevleri,Aladağ,Adana,osm_overpass,suburb,37.0381461,35.2789157
Hürriyet,hürriyet,hurriyet,Aladağ,Adana,osm_overpass,suburb,36.9914361,35.4360103
İkisu,i̇kisu,i̇kisu,Aladağ,Adana,osm_overpass,quarter,36.7692653,35.6997838
İnceler,i̇nceler,i̇nceler,Aladağ,Adana,osm_overpass,neighbourhood,37.3699611,35.2259552
İncirli,i̇ncirli,i̇ncirli,Aladağ,Adana,osm_overpass,neighbourhood,36.8933838,35.9471357
İncirlik,i̇ncirlik,i̇ncirlik,Aladağ,Adana,osm_overpass,quarter,36.9929052,35.4399739
İnönü,i̇nönü,i̇nonu,Aladağ,Adana,osm_overpass,suburb,37.0453958,35.8191283
İslam Mah.,i̇slam,i̇slam,Aladağ,Adana,osm_overpass,suburb,37.8150006,35.9115141
İslamoğlu,i̇slamoğlu,i̇slamoglu,Aladağ,Adana,osm_overpass,neighbourhood,37.087355,35.9980304
İsmetpaşa,i̇smetpaşa,i̇smetpasa,Aladağ,Adana,osm_overpass,suburb,37.007762,35.287528
İstiklal,i̇stiklal,i̇stiklal,Aladağ,Adana,osm_overpass,suburb,37.0448405,35.4570946
Kabasakal,kabasakal,kabasakal,Aladağ,Adana,osm_overpass,suburb,37.0556288,35.2268854
Kadirin Çiftliği,kadirin çiftliği,kadirin ciftligi,Aladağ,Adana,osm_overpass,neighbourhood,37.1427008,35.5330682
Kale Arkası,kale arkası,kale arkasi,Aladağ,Adana,osm_overpass,neighbourhood,37.4101156,35.8018391
Kamışoba,kamışoba,kamisoba,Aladağ,Adana,osm_overpass,neighbourhood,37.2930458,35.8355963
Karacaoğlan Mah.,karacaoğlan,karacaoglan,Aladağ,Adana,osm_overpass,suburb,37.8138123,35.9143922
Karacauşağı,karacauşağı,karacausagi,Aladağ,Adana,osm_overpass,suburb,37.8042911,35.8773565
Karadurdular,karadurdular,karadurdular,Aladağ,Adana,osm_overpass,neighbourhood,38.3493427,36.3828862
Karahamzauşağı,karahamzauşağı,karahamzausagi,Aladağ,Adana,osm_overpass,neighbourhood,37.3803713,35.0802791
Karahan,karahan,karahan,Aladağ,Adana,osm_overpass,suburb,37.0558123,35.1741438
Karalar,karalar,karalar,Aladağ,Adana,osm_overpass,neighbourhood,37.1985406,35.263094
Karamanlı,karamanlı,karamanli,Aladağ,Adana,osm_overpass,neighbourhood,37.3443173,35.8101189
Karamusalı,karamusalı,karamusali,Aladağ,Adana,osm_overpass,neighbourhood,37.5842795,35.8375744
Karaosmanlar,karaosmanlar,karaosmanlar,Aladağ,Adana,osm_overpass,neighbourhood,37.3257201,35.763423
Karapınar,karapınar,karapinar,Aladağ,Adana,osm_overpass,suburb,37.2571054,35.0601434
Karasoku,karasoku,karasoku,Aladağ,Adana,osm_overpass,suburb,36.9853117,35.3273534
Karataş,karataş,karatas,Aladağ,Adana,osm_overpass,neighbourhood,37.8443636,35.6149374
Karatepe,karatepe,karatepe,Aladağ,Adana,osm_overpass,neighbourhood,36.9085622,35.9337283
Karaçalılık,karaçalılık,karacalilik,Aladağ,Adana,osm_overpass,neighbourhood,37.8729987,36.2313115
Karcılar,karcılar,karcilar,Aladağ,Adana,osm_overpass,neighbourhood,37.1171186,35.6452945
Kargapazarı,kargapazarı,kargapazari,Aladağ,Adana,osm_overpass,neighbourhood,37.671195,36.0010373
Karmış,karmış,karmis,Aladağ,Adana,osm_overpass,neighbourhood,37.4148308,35.2365545
Karslılar,karslılar,karslilar,Aladağ,Adana,osm_overpass,suburb,37.058692,35.2935969
Karşıyaka,karşıyaka,karsiyaka,Aladağ,Adana,osm_overpass,suburb,36.973197,35.5656675
Katarası,katarası,katarasi,Aladağ,Adana,osm_overpass,neighbourhood,38.23354,36.3600031
Kavaklı,kavaklı,kavakli,Aladağ,Adana,osm_overpass,suburb,37.0004454,35.1980993
Kayalıbağ,kayalıbağ,kayalibag,Aladağ,Adana,osm_overpass,suburb,36.9896994,35.3315162
Kayauşağı,kayauşağı,kayausagi,Aladağ,Adana,osm_overpass,neighbourhood,37.5475674,35.7128459
Kazancı,kazancı,kazanci,Aladağ,Adana,osm_overpass,suburb,37.8082477,35.9377347
Kazım Karabekir,kazım karabekir,kazim karabekir,Aladağ,Adana,osm_overpass,suburb,37.0090642,35.3487681
Keklikçi,keklikçi,keklikci,Aladağ,Adana,osm_overpass,suburb,37.8367931,35.9117103
Kemaliye,kemaliye,kemaliye,Aladağ,Adana,osm_overpass,suburb,36.564615,35.3816755
Kemalpaşa,kemalpaşa,kemalpasa,Aladağ,Adana,osm_overpass,suburb,36.9941593,35.4414219
Kesiri,kesiri,kesiri,Aladağ,Adana,osm_overpass,neighbourhood,37.2306701,35.1632022
Kevizli,kevizli,kevizli,Aladağ,Adana,osm_overpass,neighbourhood,37.3895014,35.1543939
Keçebe,keçebe,kecebe,Aladağ,Adana,osm_overpass,neighbourhood,37.1225831,36.028676
Kirazlı,kirazlı,kirazli,Aladağ,Adana,osm_overpass,neighbourhood,37.0146595,35.6010754
Kiremithane,kiremithane,kiremithane,Aladağ,Adana,osm_overpass,suburb,37.0034438,35.372672
Kireç,kireç,kirec,Aladağ,Adana,osm_overpass,neighbourhood,38.148603,36.3205849
Kocaoluk Yaylası,kocaoluk yaylası,kocaoluk yaylasi,Aladağ,Adana,osm_overpass,neighbourhood,37.4198845,35.075655
Kocatepe,kocatepe,kocatepe,Aladağ,Adana,osm_overpass,suburb,37.1080899,35.1092862
Kocavezir,kocavezir,kocavezir,Aladağ,Adana,osm_overpass,suburb,36.9844889,35.3216028
Koltaklı,koltaklı,koltakli,Aladağ,Adana,osm_overpass,neighbourhood,37.4697917,35.557766
Konakoğlu,konakoğlu,konakoglu,Aladağ,Adana,osm_overpass,suburb,37.0279332,35.812806
Koruklu,koruklu,koruklu,Aladağ,Adana,osm_overpass,suburb,37.053796,35.8099034
Koza,koza,koza,Aladağ,Adana,osm_overpass,suburb,37.0023986,35.2092222
Kurtoğlu,kurtoğlu,kurtoglu,Aladağ,Adana,osm_overpass,neighbourhood,37.349196,35.801053
Kurttepe,kurttepe,kurttepe,Aladağ,Adana,osm_overpass,suburb,37.0593667,35.2722461
Kurtuluş,kurtuluş,kurtulus,Aladağ,Adana,osm_overpass,suburb,37.4256429,34.8735232
Kuruköprü,kuruköprü,kurukopru,Aladağ,Adana,osm_overpass,suburb,36.9883968,35.3232765
Kuzören,kuzören,kuzoren,Aladağ,Adana,osm_overpass,neighbourhood,37.5677842,35.7145679
Köleli,köleli,koleli,Aladağ,Adana,osm_overpass,neighbourhood,37.8230737,35.9577369
Köpekli,köpekli,kopekli,Aladağ,Adana,osm_overpass,neighbourhood,37.3844122,35.1969766
Köprülü,köprülü,koprulu,Aladağ,Adana,osm_overpass,suburb,37.0122855,35.3376102
Köşkerli,köşkerli,koskerli,Aladağ,Adana,osm_overpass,neighbourhood,37.5324523,35.2546526
Kücük Camuzağlı,kücük camuzağlı,kucuk camuzagli,Aladağ,Adana,osm_overpass,neighbourhood,37.2546532,35.8279288
Kürkçüler,kürkçüler,kurkculer,Aladağ,Adana,osm_overpass,quarter,36.9897445,35.5092892
Küçükiniş,küçükiniş,kucukinis,Aladağ,Adana,osm_overpass,neighbourhood,37.1021905,35.6188291
Küçükkırım,küçükkırım,kucukkirim,Aladağ,Adana,osm_overpass,suburb,37.0412707,35.8096609
Küçükçınar,küçükçınar,kucukcinar,Aladağ,Adana,osm_overpass,neighbourhood,37.1785295,34.9930016
Kızıldağ Yaylası,kızıldağ yaylası,kizildag yaylasi,Aladağ,Adana,osm_overpass,neighbourhood,37.4148741,35.040164
Kızılhöyük,kızılhöyük,kizilhoyuk,Aladağ,Adana,osm_overpass,neighbourhood,37.4351694,35.5560708
Kışla,kışla,kisla,Aladağ,Adana,osm_overpass,suburb,37.0218115,35.3376102
Levent,levent,levent,Aladağ,Adana,osm_overpass,suburb,36.9789695,35.3764915
mahalle,mahalle,mahalle,Aladağ,Adana,osm_overpass,neighbourhood,37.2699945,35.1629267
Mahfesığmaz,mahfesığmaz,mahfesigmaz,Aladağ,Adana,osm_overpass,suburb,37.0393845,35.3095437
Mahmudiye,mahmudiye,mahmudiye,Aladağ,Adana,osm_overpass,quarter,37.217562,35.9760383
Mahmutlu,mahmutlu,mahmutlu,Aladağ,Adana,osm_overpass,neighbourhood,37.4334911,35.8371288
Mansurlu Mah.,mansurlu,mansurlu,Aladağ,Adana,osm_overpass,suburb,37.5472253,35.3961374
Maran Yaylası,maran yaylası,maran yaylasi,Aladağ,Adana,osm_overpass,neighbourhood,37.8349713,35.8144748
Mehmet Akif Ersoy,mehmet akif ersoy,mehmet akif ersoy,Aladağ,Adana,osm_overpass,suburb,37.0160091,35.3904277
Mekan,mekan,mekan,Aladağ,Adana,osm_overpass,suburb,36.9957966,35.188822
Memi,memi,memi,Aladağ,Adana,osm_overpass,neighbourhood,37.4488712,35.8529645
Menteş,menteş,mentes,Aladağ,Adana,osm_overpass,neighbourhood,37.2552681,35.6928152
Mestanzade,mestanzade,mestanzade,Aladağ,Adana,osm_overpass,suburb,36.9789695,35.3322458
Meydan,meydan,meydan,Aladağ,Adana,osm_overpass,suburb,36.9854145,35.3029775
Meydan Yaylası,meydan yaylası,meydan yaylasi,Aladağ,Adana,osm_overpass,neighbourhood,37.529536,35.3789055
Mezit,mezit,mezit,Aladağ,Adana,osm_overpass,neighbourhood,37.3981702,35.1860332
Mirzaçelebi,mirzaçelebi,mirzacelebi,Aladağ,Adana,osm_overpass,suburb,36.9817464,35.3163242
Misis,misis,misis,Aladağ,Adana,osm_overpass,quarter,36.9626028,35.6270367
Mithat Paşa,mithat paşa,mithat pasa,Aladağ,Adana,osm_overpass,suburb,37.0215837,35.8257141
Mithatpaşa,mithatpaşa,mithatpasa,Aladağ,Adana,osm_overpass,suburb,37.0088586,35.301218
Modernevler,modernevler,modernevler,Aladağ,Adana,osm_overpass,suburb,37.016838,35.8047714
Mollaömerli,mollaömerli,mollaomerli,Aladağ,Adana,osm_overpass,neighbourhood,37.3953318,35.2609527
Muradiye,muradiye,muradiye,Aladağ,Adana,osm_overpass,suburb,37.0218236,35.8098354
Mutlu,mutlu,mutlu,Aladağ,Adana,osm_overpass,suburb,37.0051003,35.3853648
Müminli,müminli,muminli,Aladağ,Adana,osm_overpass,suburb,36.9967222,35.512508
Mıdık,mıdık,midik,Aladağ,Adana,osm_overpass,suburb,36.9502348,35.314865
Namık Kemal,namık kemal,namik kemal,Aladağ,Adana,osm_overpass,suburb,37.0120406,35.8196416
Narlıca,narlıca,narlica,Aladağ,Adana,osm_overpass,suburb,36.9995367,35.2949094
Niğdeliler,niğdeliler,nigdeliler,Aladağ,Adana,osm_overpass,neighbourhood,37.1186477,35.5796592
Okurlar,okurlar,okurlar,Aladağ,Adana,osm_overpass,neighbourhood,37.0291293,35.5556087
Onur,onur,onur,Aladağ,Adana,osm_overpass,suburb,36.9915162,35.2670573
Orhangazi,orhangazi,orhangazi,Aladağ,Adana,osm_overpass,suburb,37.0362248,35.4242708
Orta,orta,orta,Aladağ,Adana,osm_overpass,neighbourhood,37.3558469,35.7458184
Orta Eğriçam,orta eğriçam,orta egricam,Aladağ,Adana,osm_overpass,neighbourhood,37.3675209,35.519777
Ortahüyük,ortahüyük,ortahuyuk,Aladağ,Adana,osm_overpass,neighbourhood,37.2906017,35.607845
Ortaoluk,ortaoluk,ortaoluk,Aladağ,Adana,osm_overpass,neighbourhood,38.1559409,36.3242993
Osmangazi,osmangazi,osmangazi,Aladağ,Adana,osm_overpass,suburb,37.0723571,35.4075704
Ova,ova,ova,Aladağ,Adana,osm_overpass,suburb,36.9834262,35.2673148
P.T.T,p.t.t,p.t.t,Aladağ,Adana,osm_overpass,suburb,37.0216744,35.3672217
Pınar,pınar,pinar,Aladağ,Adana,osm_overpass,suburb,37.0222226,35.2861976
Remzi Oğuz Arık,remzi oğuz arık,remzi oguz arik,Aladağ,Adana,osm_overpass,suburb,37.0176763,35.3859562
Reşatbey,reşatbey,resatbey,Aladağ,Adana,osm_overpass,suburb,36.9951837,35.332117
Sakarya,sakarya,sakarya,Aladağ,Adana,osm_overpass,suburb,36.9949439,35.3004455
Saklı,saklı,sakli,Aladağ,Adana,osm_overpass,neighbourhood,37.2225452,35.1411394
Saklıcennet,saklıcennet,saklicennet,Aladağ,Adana,osm_overpass,neighbourhood,37.6116478,34.9758446
Sakıztepe,sakıztepe,sakiztepe,Aladağ,Adana,osm_overpass,neighbourhood,37.4033949,35.6307112
